id,category_bn,comment_bn,stage_bn,response_bn,class,topic_key
80395,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"বারবার মাথায় আসে রাতে একা ঘরে উত্তর না পেলে মাথা কাজ করে না অনুভব করি—সাধারণত ধীরে ধীরে কমে, তাই দিনের কাজকর্ম ব্যাহত হয়।",মাঝারি,নির্ধারিত সময় ছাড়া চেক/জিজ্ঞেস করা ধীরে কমান।,Generalized_anxiety,
86859,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),ক্লাস শেষে করিডরে হঠাৎ মনে হয় পুরনো পোস্টে লাইক দিল—নিশ্চয় বার্তা—এই সময় শ্বাস ছোট হয়ে আসে—দু-এক ঘণ্টা ঘোরে—ফলে কাজে মন বসে না—তার পথে যাওয়া এড়িয়ে চলি।,হালকা,হালকা হলে নোটিফিকেশন সীমিত করুন ও নির্দিষ্ট সময়ে দেখুন।,Delusional_love,online_social
16708,বাইপোলার,"কয়েক মিনিটেই গা ভাসিয়ে নেয় রাতে একা থাকলে ঝুঁকি না ভেবে কাজ শুরু করি অনুভব করি—সাধারণত দিনের বেশিরভাগ সময় ছায়ার মতো ঘোরে, তাই সময় ব্যবস্থাপনা ভেঙে যায়।",তীব্র,আর্থিক সিদ্ধান্তের আগে ২৪ ঘণ্টার বিরতি নিন এবং কারোর সাথে আলোচনা করুন।,Bipolar,
86274,ইটিং ডিসঅর্ডার (Eating Disorders),অফিস ক্যান্টিনে কারণ ছাড়াই মাথায় আসে দিনের নিয়ম ভাঙলে মন ভেঙে যায়; মাথায় আসে আমি যথেষ্ট নিয়ন্ত্রণে নেই মনে হয়—এই সময় শ্বাস ছোট হয়ে আসে; সাধারণত ধীরে ধীরে কমে; ফলে খাওয়া পিছিয়ে দিই; তাই খাবার ‘নির্দোষ’ প্রমাণ না হলে এড়িয়ে চলি।,তীব্র,শরীর খারাপ/অস্বাভাবিক হলে তাৎক্ষণিক চিকিৎসা সহায়তা নিন; বড় সিদ্ধান্ত আজ স্থগিত রাখুন।,Eating_disorder,
24753,প্যানিক অ্যাটাক,চট করে অনুভব করি রাতে একা থাকলে শ্বাস ছোট হয়ে যায়; সাধারণত অল্প সময়ের মধ্যে কমে যায়।,তীব্র,"শ্বাস নিতে গুরুতর কষ্ট হলে জানালা খুলে বাতাস চলাচল রাখুন, শরীর স্থির রাখুন এবং প্রয়োজনে জরুরি বিভাগে যোগাযোগ করুন।",Panic_attack,
81656,ফোবিয়া,রাতে একা ঘরে দূর থেকে দেখলেই অস্বস্তি খোলা মাঠে একা থাকলে অস্বস্তি—সাথে শরীর শক্ত হয়ে আসে—কিছুক্ষণ স্থায়ী হয়—ফলে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়—ভিড় দেখলেই ফিরে আসি।,মাঝারি,গ্রাউন্ডিং (৫–৪–৩–২–১) কৌশল ব্যবহার করুন এবং ছোট সময়ের জন্য থাকুন।,Fobia,
53160,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ক্যাফেটেরিয়ার লাইনে অকারণে মাথায় আসে সবার সামনে ভয় লাগে—মাথায় আসে সবার চোখ আমার দিকে। এই সময় মাথা হালকা লাগে। দু-এক ঘণ্টা টিকে থাকে। ফলে ক্লাসে অংশগ্রহণ কমে। শরীর সোজা না রেখে ঝুঁকে থাকি।,তীব্র,উচ্চ উদ্বেগে লাইভ অংশ কমিয়ে রেকর্ডেড/স্লাইড-রিড অপশন বিবেচনা করুন; পরে ধাপে ধাপে এক্সপোজার বাড়ান।,Social_anxiety,
30994,বাইপোলার,"বন্ধুদের সাথে থাকলেও হঠাৎ মনে হয় শরীর-মন তাল রাখতে পারে না, আর সেটা অল্প সময় পর কমে আসে; ফলে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়।",মাঝারি,মুড ট্র্যাক করতে দৈনিক ছোট নোট রাখুন এবং ঘুম/খাবার রুটিন মেনে চলুন।,Bipolar,
30655,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ডেটের জায়গায় পৌঁছে আস্তে আস্তে ভর করে সবার সামনে ভয় লাগে—মাথায় আসে কথা আটকে যাবে। এই সময় মাথা হালকা লাগে। দু-এক ঘণ্টা টিকে থাকে। ফলে নেটওয়ার্কিং সুযোগ হারাই। দরজার কাছে দাঁড়িয়ে থাকি।,মাঝারি,শুরুর ২–৩টি বাক্য মুখস্থ রেখে চোখে চোখ রেখে ধীরে বলুন; ধীরে শ্বাস ও বিরতি দিন।,Social_anxiety,
57187,সিজোফ্রেনিয়া,"ফোন হাতে নিলে হঠাৎ মনে হয় সাইড এফেক্টে দ্বিধা হয়, ফলো-আপ মিস করি—এই সময় মাথা হালকা লাগে—পরিস্থিতি বদলালে কমে—ফলে কাজে মন বসে না—বাইরে যাওয়া কমিয়ে দিই।",তীব্র,ওষুধ/ফলো-আপ বারবার বাদ পড়লে সাপোর্ট নিয়ে পরিকল্পনা ঠিক করুন; উদ্বেগ থাকলে প্রেসক্রাইবারের সাথে আলাপ জরুরি।,Schizophrenia,
90516,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বাসস্ট্যান্ডে অপেক্ষার সময় হঠাৎ মনে হয় স্টোরিতে একই রঙের ইমেজ—আমার নামের ইঙ্গিত—এই সময় হাত কাঁপে—কিছুক্ষণ স্থায়ী হয়—ফলে রুটিন এলোমেলো—মেসেজ পাঠাতে ইচ্ছে হলেও নিজেকে থামাই।,মাঝারি,রুটিন ও ঘুম ঠিক রাখুন; উপসর্গ চললে পেশাদারি মূল্যায়ন নিন।,Delusional_love,online_social
85207,ওসিডি (Obsessive–Compulsive Disorder),ফেরার পথে দরজা টানলাম কি না ভাবতে ভাবতে একবার না হলে মনে শান্তি আসে না জীবাণু লেগে যাবে মনে হয়—পরিষ্কার না হওয়া পর্যন্ত ধুতে থাকি—এই সময় হাত কাঁপে—কিছুক্ষণ স্থায়ী হয়—ফলে ঘুমের সময় নষ্ট হয়ে যায়।,মাঝারি,"ধোয়ার আগে ১–২ মিনিট বিলম্ব অনুশীলন করুন, পরে নির্ধারিত সময়েই ধুয়ে নিন।",OCD,
96962,ওসিডি (Obsessive–Compulsive Disorder),অফিসে টেবিল গোছাতে গিয়ে অকারণে মাথায় আসে নির্দিষ্ট জায়গা/জিনিস এড়িয়ে চলি—দূর থেকে দেখে চলে যাই—এই সময় বুক ধড়ফড় করে—পরিস্থিতি থেকে সরে এলে ধীরে কমে—ফলে ঘুমের সময় নষ্ট হয়ে যায়।,মাঝারি,এক্সপোজারের পরে কম্পালশন না করার অনুশীলনই মূল লক্ষ্য।,OCD,
34132,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,স্ট্যাটাস পোস্ট করতে গিয়ে কয়েক সেকেন্ডে বেড়ে যায় স্লাইড বদলাতে হাত কাঁপে—মাথায় আসে হাত কাঁপা দেখে ফেলবে। এই সময় মাথা হালকা লাগে। ইভেন্ট শেষ না হওয়া পর্যন্ত থাকে। ফলে অনুষ্ঠান মাঝপথে ছেড়ে আসি। চোখে চোখ রেখে কথা এড়িয়ে চলি।,মাঝারি,শুরুর ২–৩টি বাক্য মুখস্থ রেখে চোখে চোখ রেখে ধীরে বলুন; ধীরে শ্বাস ও বিরতি দিন।,Social_anxiety,
31830,বাইপোলার,"দীর্ঘ সময় নীরবে বসে থাকলে একদিকে উত্সাহ, অন্যদিকে অকারণ দুঃখ এমনভাবে আসে যে সময় ব্যবস্থাপনা ভেঙে যায়; তারপর কিছুক্ষণ স্থায়ী হয়।",মাঝারি,মুড ট্র্যাক করতে দৈনিক ছোট নোট রাখুন এবং ঘুম/খাবার রুটিন মেনে চলুন।,Bipolar,
53288,ইটিং ডিসঅর্ডার (Eating Disorders),আয়নায় নিজেকে দেখলে থাকলে অনুষ্ঠানের খাবার ‘রুলস’-এ মেলে না বলে এড়াই বাড়ে এবং খাওয়ার পর শরীরে পরিবর্তন হবে বলে ভয় ঘুরতে থাকে; সাথে শ্বাস ছোট হয়ে আসে; সারাদিনে বারবার ফিরে আসে; শেষ পর্যন্ত কাজে মন বসে না; তখন ব্যায়াম না করলে অপরাধবোধ হয়।,হালকা,হালকা হলে পরিচিত খাবারের সাথে ছোট নতুন আইটেম যুক্ত করুন।,Eating_disorder,
93701,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ইন্টারভিউ রুমের দরজায় আস্তে আস্তে ভর করে শুরুর লাইন মুখে আটকে যায়—মাথায় আসে এই মুহূর্তে বেরিয়ে যেতে হবে। এই সময় শ্বাস ছোট হয়ে আসে। সারাদিনে বারবার ফিরে আসে। ফলে অনুষ্ঠান মাঝপথে ছেড়ে আসি। মোবাইল চেক করি।,তীব্র,"আজ যদি কথা একেবারে না বেরোয়, সাপোর্ট পারসন রাখুন এবং দায়িত্ব ছোট ভাগে নিন; শ্বাস ৪–৬ কৌশল ব্যবহার করুন এবং পেশাদারের সাথে ধাপে ধাপে এক্সপোজার পরিকল্পনা করুন।",Social_anxiety,
79635,আত্মহত্যামুখী প্রবণতা,"কাজের টেবিলে বসে হঠাৎ মনে হয় মনে হয় আর পারছি না, যা কিছুক্ষণ থাকে; ফলে মনোযোগ ভেঙে পড়ে।",হালকা,"হালকা ভাবনা হলেও গুরুত্ব দিন—দৈনিক রুটিন, পর্যাপ্ত ঘুম ও হালকা ব্যায়াম মনকে স্থির করতে সাহায্য করে।",Suicidal_tendency,
56298,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),ব্রেস্টপাম্প সেটআপ করতে গিয়ে কারণ ছাড়াই মন খারাপের ঢেউ ওঠে হাসি কমে গেছে—এই সময় শ্বাস ছোট হয়ে আসে; কিছুক্ষণ স্থায়ী হয়; ফলে দৈনন্দিন কাজ থেমে যায়—তাই বারবার শিশুকে চেক করি।,হালকা,হালকা হলে ঘুম/খাবারের রুটিন ঠিক রাখুন ও ১০ মিনিট হাঁটুন।,Postpartum_depression,mood_low_anhedonia
32349,অতিরিক্ত চিন্তা,"বারবার ফিরে আসে কাজ শেষ করে বিছানায় শুতে গেলে কোনটা বেছে নেব ঠিক করতে পারি না মাথায় ঘোরে—সাধারণত কিছুক্ষণ স্থায়ী হয়, তাই ঘুমের সময় মাথা থামে না।",হালকা,অতিরিক্ত তথ্য সংগ্রহের বদলে নির্দিষ্ট সময় দিয়ে সিদ্ধান্ত নিন।,Overthinking,
98322,সোমাটিক সিম্পটম ডিসঅর্ডার,"একই সমস্যায় বারবার পরীক্ষা করাতে ইচ্ছে হয় ভিড়ের মধ্যে দাঁড়িয়ে টের পাই, এরপর ধীরে ধীরে কমে; এতে স্বাভাবিক কাজকর্ম ব্যাহত হয়।",তীব্র,নিরাপত্তা আগে—অনুচিত পরীক্ষা/ওষুধ নিজে থেকে নেবেন না; পেশাদার নির্দেশনা মানুন।,Somatic_symptom,
1149,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বাজারের ভিড়ে কেউ কথা বললেই তীব্র হয় কমেন্টে কিছু শব্দ—আড়াল করে বলল—এই সময় গলা শুকিয়ে যায়—পরিস্থিতি বদলালে কমে—ফলে কাজে মন বসে না—অতিরিক্ত ভাবনা হলে শ্বাস ধীরে আনি।,হালকা,নিজের কাজে মন দিন; তুলনা/ব্যাখ্যা কমান।,Delusional_love,online_social
14852,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"কিছু না হলেও দুশ্চিন্তার ঢেউ ওঠে বাসায় ফিরেই টের পাই, এরপর নিজে থেকেই পরে কমে; এতে পরিবারের সাথে সময় উপভোগ করতে পারি না।",হালকা,বর্তমান কাজের দিকে মন ফেরাতে ছোট লক্ষ্য ঠিক করুন।,Generalized_anxiety,
67454,বাইপোলার,গাড়ি চালানোর সময় ছোট কথায় রেগে যাই এমনভাবে আসে যে পরিবারের সাথে ভুল বোঝাবুঝি হয়; তারপর কয়েক ঘণ্টা পর্যন্ত থাকে।,হালকা,"হালকা বিরক্তিতে ছোট হাঁটা, পানি পান ও ধীর শ্বাস কার্যকর।",Bipolar,
44857,অতিরিক্ত চিন্তা,"বারবার ফিরে আসে গাড়িতে বসে থাকতে থাকতে কীভাবে কী হলো তা নিয়ে ভাবনায় ডুবে যাই মাথায় ঘোরে—সাধারণত নিজে থেকেই পরে কমে, তাই কাজে মনোযোগ ধরে রাখতে পারি না।",হালকা,মনোযোগ বর্তমান কাজে ফিরিয়ে আনতে ৫–৪–৩–২–১ কৌশল ব্যবহার করুন।,Overthinking,
69386,সিজোফ্রেনিয়া,রাতে ঘর নিস্তব্ধ হলে পরপর কয়েকদিন একইভাবে হয় কেউ পাশে নেই তবু শব্দ আসে—এই সময় গলা শুকিয়ে যায়—রাতে ঘুম ব্যাহত হয়—ফলে কথা বলতে অসুবিধা হয়—লাইট জ্বালিয়ে রাখি।,মাঝারি,ঘুম/খাবারের রুটিন ঠিক রাখুন; ওষুধ সম্পর্কে প্রশ্ন থাকলে প্রেসক্রাইবারকে জানান।,Schizophrenia,
16213,বাইপোলার,"ভিড়ের মধ্যে হঠাৎ মনে হয় একই দিনে মন উঁচুনিচু হয়, আর সেটা কিছুক্ষণ স্থায়ী হয়; ফলে পরিবারের সাথে ভুল বোঝাবুঝি হয়।",মাঝারি,"শ্বাস-অনুশীলন, ছোট হাঁটা ও সময় ব্যবস্থাপনা তাল মিলাতে সাহায্য করে।",Bipolar,
96557,ফোবিয়া,বন্ধ ঘরে দরজা লাগানো থাকলে একটু শব্দ হলেই চমকে উঠি মার্কেটে চাপাচাপি দেখলে অস্থির—সারাদিন মাঝে মাঝে ফিরে আসে—ফলে যাতায়াত কষ্টকর হয়ে ওঠে—ভিড় দেখলেই ফিরে আসি।,মাঝারি,গ্রাউন্ডিং (৫–৪–৩–২–১) কৌশল ব্যবহার করুন এবং ছোট সময়ের জন্য থাকুন।,Fobia,
38757,বাইপোলার,"এক কাজ শেষ করার আগে আরেকটা শুরু করি গাড়ি চালানোর সময় টের পাই, এরপর দিনের বেশিরভাগ সময় ছায়ার মতো ঘোরে; এতে ছোট সিদ্ধান্ত নিতে কষ্ট হয়।",তীব্র,দৈনন্দিন নিরাপত্তা বিঘ্নিত হলে পাশে কাউকে সহায়তায় রাখুন।,Bipolar,
40870,প্যানিক অ্যাটাক,পরীক্ষার আগে থাকলে বিছানায় শুলেই অস্থির লাগে শুরু হয় এবং অল্প সময়ের মধ্যে কমে যায়।,তীব্র,"টানা কয়েক রাত ঘুম না হলে শোবার আগে স্ক্রিন বন্ধ করুন, ঘর শান্ত রাখুন; তবুও সমস্যা থাকলে চিকিৎসা পরামর্শ নিন।",Panic_attack,
2906,সিজোফ্রেনিয়া,অফিসে ডেস্কে বসলে অকারণে মাথায় আসে নাম ধরে ডাক শোনার মতো লাগে—এই সময় গলা শুকিয়ে যায়—পরিস্থিতি বদলালে কমে—ফলে নিজের যত্ন নেওয়া কমে যায়—একাই থাকতে চাই।,তীব্র,"নির্দেশমূলক ভয়েস এলে সিদ্ধান্ত স্থগিত রাখুন, সাপোর্ট নিন; স্থানীয় জরুরি সহায়তার প্রয়োজন হতে পারে।",Schizophrenia,
83377,ইটিং ডিসঅর্ডার (Eating Disorders),ক্লাস শেষে ক্যাফেতে থাকলে লজ্জায় কারও সামনে না বলি বাড়ে এবং আমি যথেষ্ট নিয়ন্ত্রণে নেই মনে হয় ঘুরতে থাকে; সাথে পেট অস্বস্তি লাগে; কিছুক্ষণ স্থায়ী হয়; শেষ পর্যন্ত কাজে মন বসে না; তখন লোকজনের সামনে খেতে সংকোচ বোধ করি।,মাঝারি,"স্ব-দয়া অনুশীলন করুন—অভিযোগ নয়, শেখা।",Eating_disorder,
17753,ওসিডি (Obsessive–Compulsive Disorder),লিফটের বাটনে হাত দেওয়ার আগে সমান না হলে অস্বস্তি ছড়িয়ে পড়ে ট্রিগার দেখলেই পথ বদলাই—ট্রিগার এড়িয়ে পথ বদলাই—এই সময় বুক ধড়ফড় করে—নিজে থেকেই পরে কমে—ফলে অফিসে মন বসে না।,মাঝারি,সহজ ট্রিগার দিয়ে শুরু করে সময়/নিকটতা ধীরে বাড়ান।,OCD,
10849,ওসিডি (Obsessive–Compulsive Disorder),অফিসে টেবিল গোছাতে গিয়ে আস্তে আস্তে সন্দেহ ভর করে জীবাণু লেগে যাবে মনে হয়—পরিষ্কার না হওয়া পর্যন্ত ধুতে থাকি—এই সময় শ্বাস ছোট হয়ে আসে—সারাদিনে বারবার ফিরে আসে—ফলে পরিবারের সাথে সময় কমে যায়।,হালকা,হালকা অস্বস্তিতে একবার নিয়মমাফিক ধুয়ে আর না ধোয়া অনুশীলন করুন।,OCD,
18302,ডিপ্রেশন,"বই খুলে পড়তে গেলে আস্তে আস্তে ভর করে মনে এক ধরনের দুঃখ চাপা থাকে, যা নিজে থেকেই পরে কমে যায়; ফলে পড়াশোনা থেমে যায়।",মাঝারি,"দৈনিক ২০–৩০ মিনিট হাঁটা, সূর্যালোক ও নিয়মিত রুটিন মন হালকা করতে সাহায্য করে।",Depression,
18459,আত্মহত্যামুখী প্রবণতা,"অফিস থেকে ফিরেই অকারণে মাথায় আসে মনে হয় আর পারছি না, যা কিছু সময় পর হালকা হয়; ফলে পরিবার নিয়ে দুশ্চিন্তা বাড়ে।",হালকা,"মনে যা আসছে তা লিখে রাখুন এবং নিজের কাছে দয়ালু থাকুন—এটা সাময়িক, সহায়তা নিলে কমে।",Suicidal_tendency,
85472,প্যারানইয়া,সন্ধ্যায় বাসা ফেরার পথে কারও দৃষ্টি পড়লেই মনে কাঁপে পিছনে কেউ হাঁটছে বলে মনে হয়—এই সময় হাত কাঁপতে থাকে—সারাদিনে বারবার ফিরে আসে—ফলে কাজে মনোযোগ ভেঙে যায়—সতর্ক থাকতে বন্ধুদের আড্ডা এড়িয়ে চলি।,তীব্র,"এমন অনুভূতি খুব প্রবল হলে এখনই নিরাপদ স্থানে থাকুন, একা থাকবেন না এবং বিশ্বস্ত কারোর সাথে যোগাযোগ করুন; তড়িৎ পেশাদার সহায়তা নিন।",Paranoia,
50140,বাইপোলার,"হঠাৎ মনে হয় রাতে একা থাকলে একদিকে উত্সাহ, অন্যদিকে অকারণ দুঃখ অনুভব করি—সাধারণত দিনের বেশিরভাগ সময় ছায়ার মতো ঘোরে, তাই কাজে মন রাখতে পারি না।",তীব্র,কাজকর্ম ব্যাহত হলে আশেপাশের সহায়তা নিন ও বিশ্রাম গ্রহণ করুন।,Bipolar,
56609,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ইন্টারভিউ রুমের দরজায় কয়েক সেকেন্ডে বেড়ে যায় স্লাইড বদলাতে হাত কাঁপে—মাথায় আসে এই মুহূর্তে বেরিয়ে যেতে হবে। এই সময় মুখ গরম লাগে। দু-এক ঘণ্টা টিকে থাকে। ফলে ক্যারিয়ার টাস্ক বিলম্বিত হয়। প্রশ্ন করলে খুব ছোট উত্তর দিই।,মাঝারি,ছোট গ্রুপে ১ মিনিট বলার প্র্যাকটিস করে ধীরে সময়/শ্রোতা বাড়ান।,Social_anxiety,
87823,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),বিকেলে একা থাকলে থাকলে হাসি কমে গেছে বেশি হয়; হৃদস্পন্দন বেড়ে যায় অনুভব করি; সারাদিনে বারবার ফিরে আসে; ফলে দৈনন্দিন কাজ থেমে যায়; মাঝে মাঝে বারবার শিশুকে চেক করি।,তীব্র,"মন খুব ভারী ও কাজ থেমে গেলে নিরাপদে থাকুন, সাপোর্ট নিন; আজ ৩টি ছোট কাজ লিখে নিন (খাওয়া, গোসল, বিশ্রাম)। অবস্থা না কমলে দ্রুত পেশাদারের সাথে যোগাযোগ করুন।",Postpartum_depression,mood_low_anhedonia
91514,আত্মহত্যামুখী প্রবণতা,"দীর্ঘ সময় নীরব থাকলে অকারণে মাথায় আসে শোবার সময় অস্থির লাগে, যা কিছুক্ষণ থাকে; ফলে স্বাভাবিক কাজও কঠিন হয়ে ওঠে।",মাঝারি,"ঘুমের আগে শ্বাস অনুশীলন, বই পড়া ও নিয়মিত রুটিন রাখুন।",Suicidal_tendency,
13293,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),লাইব্রেরির নিরিবিলি কোণায় হঠাৎ মনে হয় স্টোরিতে একই রঙের ইমেজ—আমার নামের ইঙ্গিত—এই সময় মাথা হালকা লাগে—সারাদিনে বারবার ফিরে আসে—ফলে পড়াশোনা থমকে যায়—বিশ্বস্ত ব্যক্তির সাথে থাকি।,মাঝারি,রুটিন ও ঘুম ঠিক রাখুন; উপসর্গ চললে পেশাদারি মূল্যায়ন নিন।,Delusional_love,online_social
19977,বাইপোলার,"হঠাৎই শুরু হয় দীর্ঘ সময় নীরবে বসে থাকলে শরীর-মন তাল রাখতে পারে না অনুভব করি—সাধারণত কয়েক ঘণ্টা পর্যন্ত থাকে, তাই নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়।",মাঝারি,মুড ট্র্যাক করতে দৈনিক ছোট নোট রাখুন এবং ঘুম/খাবার রুটিন মেনে চলুন।,Bipolar,
55480,প্যানিক অ্যাটাক,বাজারে গিয়ে শ্বাস নিতে পারি না এমনভাবে হয় যে কাজকর্ম ব্যাহত হয়; তারপর অল্প সময়ের মধ্যে কমে যায়।,তীব্র,"শ্বাস নিতে গুরুতর কষ্ট হলে জানালা খুলে বাতাস চলাচল রাখুন, শরীর স্থির রাখুন এবং প্রয়োজনে জরুরি বিভাগে যোগাযোগ করুন।",Panic_attack,
23443,ফোবিয়া,হাসপাতালের করিডরে হঠাৎ মনে হয় নোংরা জায়গায় টাচ করতে ভয়—সাথে বুক ভারী লাগে—পরিস্থিতি ছাড়ার পর ধীরে কমে—ফলে পরিকল্পনা পাল্টে ফেলি—বারবার হাত ধুই ও টাচ এড়িয়ে চলি।,মাঝারি,বিশ্বস্ত তথ্যসূত্র থেকে সতর্কতা মানুন; গুজব এড়ান।,Fobia,
51945,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"ফোন হাতে নিলে আস্তে আস্তে ভর করে কিছু না হলেও দুশ্চিন্তার ঢেউ ওঠে, যা নিজে থেকেই পরে কমে; ফলে দিনের কাজকর্ম ব্যাহত হয়।",মাঝারি,প্রমাণ-ভিত্তিক প্রশ্ন করুন: 'প্রমাণ কী বলে?'—সম্ভাব্য সেরা/সবচেয়ে খারাপ/সবচেয়ে সম্ভাব্য ফল লিখুন।,Generalized_anxiety,
67424,ডিপ্রেশন,ফোন হাতে নিলে মনে এক ধরনের দুঃখ চাপা থাকে এমনভাবে আসে যে পড়াশোনা থেমে যায়; তারপর ধীরে ধীরে কমে।,তীব্র,"মন খুব ভারী হলে আজকের কাজকে ছোট ধাপে ভাঙুন, নিরাপদে থাকুন এবং দ্রুত পেশাদারের সাথে কথা বলুন। নিকটজনকে জানানো উপকারী।",Depression,
61481,সিজোফ্রেনিয়া,"ক্লাসের পরে লাইব্রেরিতে পরপর কয়েকদিন একইভাবে হয় সাইড এফেক্টে দ্বিধা হয়, ফলো-আপ মিস করি—এই সময় হৃদস্পন্দন বেড়ে যায়—কিছুক্ষণ স্থায়ী হয়—ফলে পরিবারের সাথে দূরত্ব তৈরি হয়—একাই থাকতে চাই।",মাঝারি,ফলো-আপের তারিখ পূর্বেই ঠিক করুন।,Schizophrenia,
44594,প্যারানইয়া,বাজারের ভিড়ে কারও দৃষ্টি পড়লেই মনে কাঁপে বাইরে বের হওয়া আগে-পরেই অনেকবার দেখি—এই সময় গলা শুকিয়ে যায়—দু-এক ঘণ্টা টিকে থাকে—ফলে রুট বদলাতে থাকি—সতর্ক থাকতে নতুন লোকের সাথে কথা বলা কমাই।,মাঝারি,প্রতিদিন নির্দিষ্ট সময়ে একবারে রিভিউ করুন।,Paranoia,
6018,ওসিডি (Obsessive–Compulsive Disorder),রান্নাঘরে কাজ করতে গেলে অকারণে মাথায় আসে বাইরে গেলে কিছু স্পর্শ না করার চেষ্টা করি—ট্রিগার এড়িয়ে পথ বদলাই—এই সময় মাথা হালকা লাগে—পরিস্থিতি থেকে সরে এলে ধীরে কমে—ফলে অফিসে মন বসে না।,হালকা,পরের বার সময় ১–২ মিনিট বাড়ান।,OCD,
86148,অতিরিক্ত চিন্তা,বাসায় ফিরেই থাকলে একটা বিষয় মাথা থেকে সরাতে পারি না বেশি হয়; কিছুক্ষণ স্থায়ী হয় এবং মিটিংয়ে কথা বলতে ভয় লাগে।,মাঝারি,প্রমাণ-ভিত্তিক প্রশ্ন করুন: 'এটার পক্ষে/বিপক্ষে প্রমাণ কী?'—এতে চিন্তার গতি ধীরে হয়।,Overthinking,
52081,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,পাবলিক টয়লেটের লাইনে সামনে লোক দেখলেই শুরু হয় শুরুর লাইন মুখে আটকে যায়—মাথায় আসে সবার চোখ আমার দিকে। এই সময় ঘাম হয়ে যায়। ইভেন্ট শেষ না হওয়া পর্যন্ত থাকে। ফলে ক্যারিয়ার টাস্ক বিলম্বিত হয়। চোখে চোখ রেখে কথা এড়িয়ে চলি।,তীব্র,"আজ যদি কথা একেবারে না বেরোয়, সাপোর্ট পারসন রাখুন এবং দায়িত্ব ছোট ভাগে নিন; শ্বাস ৪–৬ কৌশল ব্যবহার করুন এবং পেশাদারের সাথে ধাপে ধাপে এক্সপোজার পরিকল্পনা করুন।",Social_anxiety,
44849,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ডেটের জায়গায় পৌঁছে কয়েক সেকেন্ডে বেড়ে যায় সবার সামনে ভয় লাগে—মাথায় আসে গলা কাঁপবে। এই সময় মুখ গরম লাগে। সারাদিনে বারবার ফিরে আসে। ফলে ক্লাসে অংশগ্রহণ কমে। প্রশ্ন করলে খুব ছোট উত্তর দিই।,তীব্র,"আজ যদি কথা একেবারে না বেরোয়, সাপোর্ট পারসন রাখুন এবং দায়িত্ব ছোট ভাগে নিন; শ্বাস ৪–৬ কৌশল ব্যবহার করুন এবং পেশাদারের সাথে ধাপে ধাপে এক্সপোজার পরিকল্পনা করুন।",Social_anxiety,
67133,আত্মহত্যামুখী প্রবণতা,"নিজেকে আঘাত করার কথা মনে হয় ভিড় বাসে দাঁড়িয়ে অনুভব করি, এরপর সারাদিনের বড় অংশ জুড়ে থাকে; এতে স্বাভাবিক কাজও কঠিন হয়ে ওঠে।",তীব্র,এখন একা থাকবেন না। দ্রুত পেশাদার চিকিৎসা বা কাউন্সেলিং সাহায্য নিন; কথা বলা এই মুহূর্তে সবচেয়ে জরুরি।,Suicidal_tendency,
4135,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,অচেনা নম্বরে ফোন এলেই আস্তে আস্তে ভর করে সবার সামনে ভয় লাগে—মাথায় আসে আমি অপ্রস্তুত দেখাবো। এই সময় হাত কাঁপতে থাকে। দু-এক ঘণ্টা টিকে থাকে। ফলে কথা বলা কমিয়ে দিই। পেছনের সিটে বসে থাকি।,মাঝারি,ছোট গ্রুপে ১ মিনিট বলার প্র্যাকটিস করে ধীরে সময়/শ্রোতা বাড়ান।,Social_anxiety,
71678,অতিরিক্ত চিন্তা,"হঠাৎ মাথায় আসে অফিসে যাবার ঠিক আগে কারও উত্তর না এলে অস্থির লাগে মাথায় ঘোরে—সাধারণত প্রায় সারাদিন টেনে নেয়, তাই ঘুমের সময় মাথা থামে না।",হালকা,হালকা হলে নিজেই চেকলিস্ট বানান—কবে/কেন জিজ্ঞেস করবেন।,Overthinking,
